"""company""","""creation_date""","""approve_date""","""closed_date""","""po_no""","""po_status""","""line_num""","""line_type""","""item_number""","""item_description""","""inventory_type""","""main_category""","""group_category""","""sub_group_category""","""sub_sub_group_category""","""uom""","""buyer_name""","""vendor_no""","""vendor_name""","""payment_term""","""vendor_site_code""","""closed_code""","""header_cancel""","""line_cancel""","""quantity_received""","""quantity_accepted""","""quantity_rejected""","""quantity_cancelled""","""currency_code""","""rate""","""quantity""","""unit_price""","""amount""","""amount_egp"""
ESCC,2019-02-28 00:00:00,2019-06-16 00:00:00,2019-12-29 15:58:13,190144,Approved,1,Goods,3021406126,"Housing, bearing, dwg.no. 13006057, material FLS code 3421, type VK-655, for screw conveyor",Spare parts,Bearings,Bearings,Bearing housing for screw conveyor.,,Each,Buyer_05,9077,Vendor_114,14 days,Site_071,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,1270,2540,2540
EMAS,2019-02-27 00:00:00,2019-06-16 00:00:00,2019-08-29 11:54:54,190138,Approved,1,Goods,3010401701,"Kit, repair kit, type P1D-50-6MRN, code 652090Z, supplier PARKER, for pneumatic cylinder for packing area",Spare parts,Mechanical items,mechanical items for cement storage and dispatch area (600),Cylinder for packing,,Each,Buyer_03,9050,Vendor_125,14 days,Site_095,CLOSED,Valid,Valid,6,6,0,0,EGP,1,6,886.5,5319,5319
ESCC,2019-02-27 00:00:00,2019-06-16 00:00:00,2019-08-29 11:54:54,190138,Approved,2,Goods,3110102925,"Cylinder, pneumatic type PNE P1D-S050MC-0050, sr. no. B201211, 10/27, max. pressure 10 bar, supplier Parker, pos. no. 17, code no. 640643Z, for setting device D45, for P/Mc",Spare parts,Mechanical items,mechanical items for cement storage and dispatch area (600),Cylinder for packing,,Each,Buyer_03,9050,Vendor_125,14 days,Site_095,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,2655,10620,10620
EGYLUX,2019-02-27 00:00:00,2019-03-07 00:00:00,2019-08-05 12:31:02,190139,Approved,1,Goods,4060203003,"Oil, DTE 25",Lubricants,Lubricants,Lubricants,Oil & Grease,,Litre,Buyer_04,9025,Vendor_141,Payment after 90 days from Invoice date,Site_078,CLOSED,Valid,Valid,2080,2080,0,0,EGP,1,2080,31.84,66227.2,66227.2
EGYLUX,2019-02-27 00:00:00,2019-03-07 00:00:00,2019-08-05 12:31:02,190139,Approved,2,Goods,4060203005,"Oil, Rarus 427",Lubricants,Lubricants,Lubricants,Oil & Grease,,Litre,Buyer_04,9025,Vendor_141,Payment after 90 days from Invoice date,Site_078,CLOSED,Valid,Valid,416,416,0,0,EGP,1,416,40.76,16956.16,16956.16
EGYLUX,2019-02-27 00:00:00,2019-03-07 00:00:00,2019-08-05 12:31:02,190139,Approved,3,Goods,4060203006,"Oil, Mobil DTE heavy medium",Lubricants,Lubricants,Lubricants,Oil & Grease,,Litre,Buyer_04,9025,Vendor_141,Payment after 90 days from Invoice date,Site_078,CLOSED,Valid,Valid,416,416,0,0,EGP,1,416,45.9,19094.4,19094.4
EGYLUX,2019-02-27 00:00:00,2019-03-07 00:00:00,2019-08-05 12:31:02,190139,Approved,4,Goods,4060203008,"Oil, Mobilgear 600 XP 220",Lubricants,Lubricants,Lubricants,Oil & Grease,,Litre,Buyer_04,9025,Vendor_141,Payment after 90 days from Invoice date,Site_078,CLOSED,Valid,Valid,416,416,0,0,EGP,1,416,36.18,15050.88,15050.88
EGYLUX,2019-02-27 00:00:00,2019-03-07 00:00:00,2019-08-05 12:31:02,190139,Approved,5,Goods,4060203010,"Oil, Mobilgear 600 XP 320",Lubricants,Lubricants,Lubricants,Oil & Grease,,Litre,Buyer_04,9025,Vendor_141,Payment after 90 days from Invoice date,Site_078,CLOSED,Valid,Valid,5200,5200,0,0,EGP,1,5200,36.18,188136,188136
ASF,2019-02-27 00:00:00,2019-03-07 00:00:00,2019-08-05 12:31:02,190139,Approved,6,Goods,4060203012,"Oil, Mobilgear 600 XP 680",Lubricants,Lubricants,Lubricants,Oil & Grease,,Litre,Buyer_04,9025,Vendor_141,Payment after 90 days from Invoice date,Site_078,CLOSED,Valid,Valid,624,624,0,0,EGP,1,624,40.94,25546.56,25546.56
ASF,2019-02-27 00:00:00,2019-03-07 00:00:00,2019-08-05 12:31:02,190139,Approved,7,Goods,4060203018,"Oil, SHC 639",Lubricants,Lubricants,Lubricants,Oil & Grease,,Litre,Buyer_04,9025,Vendor_141,Payment after 90 days from Invoice date,Site_078,CLOSED,Valid,Valid,1040,1040,0,0,EGP,1,1040,204,212160,212160
ESCC,2019-02-27 00:00:00,2019-03-07 00:00:00,2019-08-05 12:31:02,190139,Approved,8,Goods,4060103024,"Grease, Mobilith SHC 1500",Lubricants,Lubricants,Lubricants,Oil & Grease,,Kilogram,Buyer_04,9025,Vendor_141,Payment after 90 days from Invoice date,Site_078,CLOSED,Valid,Valid,96,96,0,0,EGP,1,96,229.5,22032,22032
EGYLUX,2019-02-26 00:00:00,,,190136,Rejected,1,Goods,3080203611,"Flood light unit, halogen type, rating 150 watt, 24VDC(China), with bulb(Germany).",Spare parts,Electrical items,Electrical Miscellaneous,Lighting,,Each,Buyer_06,9044,Vendor_107,Immediate,Site_081,OPEN,Valid,Valid,0,0,0,0,EGP,1,50,175.75,8787.5,8787.5
ESCC,2019-02-26 00:00:00,,,190136,Rejected,2,Goods,3080203612,"Bulbs, halogen, power 150w, voltage 24VDC, for lighting,(Germany).",Spare parts,Electrical items,Electrical Miscellaneous,Lighting,,Each,Buyer_06,9044,Vendor_107,Immediate,Site_081,OPEN,Valid,Valid,0,0,0,0,EGP,1,100,85.5,8550,8550
EGYLUX,2019-02-26 00:00:00,,,190136,Rejected,3,Goods,3080201395,"Bulbs, designation halogen, power 500w, voltage 220vac, for lighting,(China).",Spare parts,Electrical items,Electrical Miscellaneous,Lighting,,Each,Buyer_06,9044,Vendor_107,Immediate,Site_081,OPEN,Valid,Valid,0,0,0,0,EGP,1,100,14.25,1425,1425
EGYLUX,2019-02-26 00:00:00,,,190136,Rejected,4,Goods,3080201401,"Flood light unit, halogen type, with lamp, rating 500 watt,(China).",Spare parts,Electrical items,Electrical Miscellaneous,Lighting,,Each,Buyer_06,9044,Vendor_107,Immediate,Site_081,OPEN,Valid,Valid,0,0,0,0,EGP,1,50,109.25,5462.5,5462.5
ASF,2019-02-26 00:00:00,2019-06-16 00:00:00,2019-10-02 18:08:20,190137,Approved,1,Goods,3010804076,"Sheet, Klingerite, thickness 02 mm, recommended 1.25mx1.25m",Spare parts,Workshop material,Workshop material,Klingerite PR.,,Square Meter,Buyer_01,9002,Vendor_029,14 days,Site_069,CLOSED,Valid,Valid,9,9,0,0,EGP,1,9,80,720,720
ASF,2019-02-26 00:00:00,2019-06-16 00:00:00,2019-10-02 18:08:20,190137,Approved,2,Goods,3010804077,"Sheet, Klingerite, thickness 03 mm, recommended 1.25mx1.25m",Spare parts,Workshop material,Workshop material,Klingerite PR.,,Square Meter,Buyer_01,9002,Vendor_029,14 days,Site_069,CLOSED,Valid,Valid,9,9,0,0,EGP,1,9,120,1080,1080
EMAS,2019-02-25 00:00:00,,,190129,Rejected,1,Goods,4100311353,"Locknut, SKF, HM 3068, PN 56580, item no. 01.01.01.09, SPL 5.516455, for Rotary kiln Hydraulic thrust device 431.HT120",Spare parts,Bearings,Bearings,Locking nut and clamp for hydraulic thrust device of kiln.,,Each,Buyer_01,9079,Vendor_111,30 days,Site_046,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,9100,9100,9100
ASF,2019-02-25 00:00:00,,,190129,Rejected,2,Goods,4100511354,"Clamp, locking clamp, SKF MS 3068-64, PN 56581, item no. 01.01.01.10, SPL 5.516455, for Rotary kiln Hydraulic thrust device 431.HT120",Spare parts,Bearings,Bearings,Locking nut and clamp for hydraulic thrust device of kiln.,,Each,Buyer_01,9079,Vendor_111,30 days,Site_046,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,270,270,270
EMAS,2019-02-25 00:00:00,2019-06-16 00:00:00,2019-10-22 10:00:29,190130,Approved,1,Goods,3020400920,"Bearing, 6316 C3",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9034,Vendor_064,30 days,Site_045,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,959,2877,2877
EMAS,2019-02-25 00:00:00,2019-06-16 00:00:00,2019-10-22 10:00:29,190130,Approved,2,Goods,3020408410,"Bearing, 6203-2RS",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9034,Vendor_064,30 days,Site_045,CLOSED,Valid,Valid,10,10,0,0,EGP,1,10,39.35,393.5,393.5
EMAS,2019-02-25 00:00:00,2019-06-16 00:00:00,2019-10-22 10:00:29,190130,Approved,3,Goods,3020406365,"Bearing, 6002 ZZ C3",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9034,Vendor_064,30 days,Site_045,CLOSED,Valid,Valid,30,30,0,0,EGP,1,30,32.22,966.6,966.6
EMAS,2019-02-25 00:00:00,2019-06-16 00:00:00,2019-10-22 10:00:29,190130,Approved,4,Goods,3021208592,"Bearing, YAR 212 2F",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9034,Vendor_064,30 days,Site_045,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,570,1140,1140
EMAS,2019-02-25 00:00:00,2019-03-31 00:00:00,2019-08-05 12:47:37,190131,Approved,1,Goods,3020308947,"Roller, buffer, guide roller, PWTR 3580.2RS, for reclaimer",Spare parts,Bearings,Bearings,Buffer roller for reclaimer.,,Each,Buyer_01,9036,Vendor_084,30 days,Site_061,CLOSED,Valid,Valid,40,40,0,0,EGP,1,40,825,33000,33000
ESCC,2019-02-25 00:00:00,2019-06-16 00:00:00,2019-12-18 12:50:32,190132,Approved,1,Goods,3020900825,"Bearing, 23122 CCK W33",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9036,Vendor_084,30 days,Site_061,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,3500,7000,7000
ASF,2019-02-25 00:00:00,2019-06-16 00:00:00,2019-12-18 12:50:32,190132,Approved,2,Goods,4101404158,"Washer, locking, MB 22, for lock nut KM 22",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9036,Vendor_084,30 days,Site_061,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,25,100,100
EMAS,2019-02-25 00:00:00,2019-06-16 00:00:00,2019-08-05 13:08:10,190133,Approved,1,Goods,3010901029,"Seal, for bearing housing, TSN 522 G",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9034,Vendor_064,30 days,Site_045,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,370,1480,1480
EGYLUX,2019-02-25 00:00:00,2019-06-16 00:00:00,2019-08-05 13:08:10,190133,Approved,2,Goods,3053200951,"Sleeve, adapter, H2324",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9034,Vendor_064,30 days,Site_045,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,1664,1664,1664
ASF,2019-02-25 00:00:00,2019-06-16 00:00:00,2019-08-05 13:08:10,190133,Approved,3,Goods,3053200962,"Sleeve, adapter, H3122",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9034,Vendor_064,30 days,Site_045,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,1079.55,1079.55,1079.55
ASF,2019-02-25 00:00:00,2019-06-16 00:00:00,2019-08-05 13:08:10,190133,Approved,4,Goods,3020400900,"Bearing, 6208 ZZC3",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9034,Vendor_064,30 days,Site_045,CLOSED,Valid,Valid,10,10,0,0,EGP,1,10,117,1170,1170
EMAS,2019-02-25 00:00:00,2019-06-16 00:00:00,2019-08-05 13:08:10,190133,Approved,5,Goods,4100306119,"Nut, locking, type KM 22",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9034,Vendor_064,30 days,Site_045,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,374,374,374
ESCC,2019-02-25 00:00:00,2019-02-25 00:00:00,2019-06-25 14:28:49,190134,Approved,1,Capex,,- Battery For UPS APC Smart 10K +3 Extra Batteries / Eng. Mohamed Elshabrawy,,,,,,Each,Buyer_02,9018,Vendor_149,,Site_042,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,17000,68000,68000
EMAS,2019-02-25 00:00:00,2019-06-16 00:00:00,2019-12-18 12:52:46,190135,Approved,1,Goods,3030603755,"Coupling, HRC 180, complete, with rubber element and taper bush 2517, D1=55 K6 width = 16 mm, depth = 60.2 mm., D2=50 H7 width = 14mm depth = 53.7 mm, for rotary airlock of cooling tower",Spare parts,Mechanical items,mechanical items for raw meal production area (300),Coupling  for rotary airlock of cooling tower.,,Each,Buyer_01,9058,Vendor_129,30 days,Site_082,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,6000,6000,6000
ESCC,2019-02-21 00:00:00,2019-04-10 00:00:00,2019-04-18 10:51:35,190124,Approved,1,Goods,3130203615,"Thermocouple, Type K, Length 1000mm, Hollow Bar SS446, OD 22mm, ID 9mm, element size 8mm, with transmitter TH300, output 4-20mA, for temperature range 0-1000C.",Spare parts,Electrical items,Instrumentation,Thermocouples,,Each,Buyer_06,9047,Vendor_046,14 days,Site_107,CLOSED,Valid,Valid,8,8,0,0,EGP,1,8,1400,11200,11200
EGYLUX,2019-02-21 00:00:00,2019-02-21 00:00:00,,190125,Approved,1,Goods,4070102122,"Support cage, length 1487 mm, for jet pulse filter type IN-V 24, for cement bulk loading",Spare parts,Mechanical items,Bag filters,Support cage for jet pulse filter.,,Each,Buyer_05,9053,Vendor_136,,Site_104,OPEN,Valid,Valid,0,0,0,0,EGP,1,25,0,0,0
ASF,2019-02-21 00:00:00,2019-04-10 00:00:00,2019-06-19 16:30:39,190126,Approved,1,Goods,3130202438,"PT100 Sensor, Code: IRTD-SS316L-1 XPT100-A-21.3-700, PT100, probe length 1000 mm, Dia. 21.3mm, with transmitter type TH300, range 0-150C, FLS code B55.1000.0Z, for 321.IP851 & as mentioned in the offer.",Spare parts,Electrical items,Instrumentation,Thermocouples,,Each,Buyer_06,9078,Vendor_133,14 days,Site_061,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,870,1740,1740
EGYLUX,2019-02-21 00:00:00,2019-04-10 00:00:00,2019-06-19 16:30:39,190126,Approved,2,Goods,3130203599,"Thermocouple, Code: ITC-SS446 INCONEL-K-8-22-710.Type K, Length 710mm, Hollow Bar SS446, OD 22mm, ID 9mm, element size 8mm, with transmitter TH300, output 4-20mA, for temperature range 0-1000Cand as mentioned in the offer.",Spare parts,Electrical items,Instrumentation,Thermocouples,,Each,Buyer_06,9078,Vendor_133,14 days,Site_061,CLOSED,Valid,Valid,8,8,0,0,EGP,1,8,1300,10400,10400
ESCC,2019-02-21 00:00:00,2019-04-10 00:00:00,2019-06-19 16:30:39,190126,Approved,3,Goods,3130202951,"Thermocouple, Code: CTC-SS446-C6-R-0.3-22-71 O. Type R. Length 710mm, Hollow Bar SS446, OD 22mm, ID 9mm, element size 0.3-0.35mm, with transmitter TH300, output 4-20mA, for temperature range 0-1500C & as mentioned in the offer.",Spare parts,Electrical items,Instrumentation,Thermocouples,,Each,Buyer_06,9078,Vendor_133,14 days,Site_061,CLOSED,Valid,Valid,5,5,0,0,EGP,1,5,3600,18000,18000
ESCC,2019-02-21 00:00:00,2019-06-16 00:00:00,2019-09-02 15:26:57,190127,Approved,1,Goods,3051401070,"Idler, impact type PSV/1, 20F14, 108 NA, 323, supplier Rulmeca.",Spare parts,Belt conveyor,Belt conveyors,Idlers for rubber belt.,,Each,Buyer_05,9061,Vendor_158,14 days,Site_081,CLOSED,Valid,Valid,20,20,0,0,EGP,1,20,378,7560,7560
EGYLUX,2019-02-21 00:00:00,2019-06-16 00:00:00,2019-09-02 15:26:57,190127,Approved,2,Goods,3051401079,"Idler, rubber disc type PSV/1, 20F14, 133 NL, 958, supplier Rulmeca.",Spare parts,Belt conveyor,Belt conveyors,Idlers for rubber belt.,,Each,Buyer_05,9061,Vendor_158,14 days,Site_081,CLOSED,Valid,Valid,50,50,0,0,EGP,1,50,606,30300,30300
ESCC,2019-02-21 00:00:00,2019-06-16 00:00:00,2019-09-02 15:26:57,190127,Approved,3,Goods,3051401086,"Idler, self-adjusting, type PSV/1,2 0F14, 122 NR, diameter 122 mm x 500 mm, 508, dwg. no. 40001673, supplier Rulmeca.",Spare parts,Belt conveyor,Belt conveyors,Idlers for rubber belt.,,Each,Buyer_05,9061,Vendor_158,14 days,Site_081,CLOSED,Valid,Valid,10,10,0,0,EGP,1,10,836,8360,8360
EGYLUX,2019-02-21 00:00:00,2019-06-16 00:00:00,2019-09-02 15:26:57,190127,Approved,4,Goods,3051401088,"Idler, self-adjusting type PSV/1, 20F14, 122 NR, 408, according to FLS dwg. no. 40001672, supplier Rulmeca.",Spare parts,Belt conveyor,Belt conveyors,Idlers for rubber belt.,,Each,Buyer_05,9061,Vendor_158,14 days,Site_081,CLOSED,Valid,Valid,10,10,0,0,EGP,1,10,711,7110,7110
ASF,2019-02-21 00:00:00,2019-06-16 00:00:00,2019-09-02 15:26:57,190127,Approved,5,Goods,3051401090,"Idler, self-adjusting type PSV/1, 20F14, 122 NR, 958, according to FLS dwg. no. 3.200570, supplier Rulmeca.",Spare parts,Belt conveyor,Belt conveyors,Idlers for rubber belt.,,Each,Buyer_05,9061,Vendor_158,14 days,Site_081,CLOSED,Valid,Valid,15,15,0,0,EGP,1,15,1405,21075,21075
EGYLUX,2019-02-21 00:00:00,,,190128,Rejected,1,Goods,4090905484,"Pipe, seamless, size 20 inch, sch 40, material steel, finish black recommended length 6000 mm",Spare parts,Mechanical items,Piping and fitting,Pipe,,Each,Buyer_03,9095,Vendor_043,14 days,Site_063,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,27000,27000,27000
ASF,2019-02-20 00:00:00,2019-08-22 00:00:00,2020-06-03 13:12:43,190118,Approved,1,Direct,,"Kit, repair kit, for hydraulic jack, type CGS200P010/SPC, MAX 2000 BAR, code 08/05501, 058512A, for kiln jack",,,,Repair Kit,,Kit,Buyer_04,9145,Vendor_005,,Site_028,CLOSED,Valid,Valid,2,2,0,0,EUR,20.1537,2,109,218,4393.51
EGYLUX,2019-02-20 00:00:00,2019-08-22 00:00:00,2020-06-03 13:20:10,190119,Approved,1,Direct,,"Kit, repair kit, for hydraulic hand pump, type NIKE code PHS150-1000, SERIAL NO. 0980042-002, complete, for kiln jack",,,,Repair Kit,,Set,Buyer_04,9144,Vendor_018,,Site_023,CLOSED,Valid,Valid,2,2,0,0,AED,4.79522,2,860,1720,8247.78
ESCC,2019-02-20 00:00:00,2019-05-15 00:00:00,,190120,Approved,1,Direct,,"Repair, Cylinder, hydraulic cylinder assembly,D=230 X d=115 X s=285, complete according to part list 50067119, item no. 07.02.01.01, assembly drawing no. 1.205775, for Atox coal mil 25",,,,repair cylinders,,Each,Buyer_03,9143,Vendor_068,"50% against LG, 50% after Delivery",Site_018,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,16500,16500,16500
EGYLUX,2019-02-20 00:00:00,2019-05-15 00:00:00,,190120,Approved,2,Direct,,"Repair, Hydraulic cylinder, diam 400 / diam200 x 450, assembly drawing 1.205430, SPL 50030495, section 07.02 complete, for 321.HY110, for Atox Mill AM-R 45.0",,,,repair cylinders,,Each,Buyer_03,9143,Vendor_068,"50% against LG, 50% after Delivery",Site_018,OPEN,Valid,Valid,1,1,0,0,EGP,1,1,37500,37500,37500
ESCC,2019-02-20 00:00:00,2019-08-06 00:00:00,2020-03-15 10:39:40,190121,Approved,1,Goods,3060110118,"Flab, non-return flab, pos. no. 0612, assembly drawing no. ZG-00788, for blower type GM 25 S, serial no. 4020886  , Manufacturer: Aerzener, order no. 42201",Spare parts,Mechanical items,mechanical items for cement storage and dispatch area (600),Flab,,Each,Buyer_03,9146,Vendor_120,30 days,Site_092,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,2781.41,5562.82,5562.82
EGYLUX,2019-02-20 00:00:00,2019-08-06 00:00:00,2020-03-15 10:39:40,190121,Approved,2,Goods,3060110136,"Flab, non-return flab, pos. no. 0611, assembly drawing no. ZG-01536, for blower type GM 80 L, serial no. 4015296  , Manufacturer: Aerzener, order no. 34709 000010",Spare parts,Mechanical items,mechanical items for clinker production area (400),Flab,,Each,Buyer_03,9146,Vendor_120,30 days,Site_092,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,8244.69,16489.38,16489.38
EGYLUX,2019-02-20 00:00:00,2019-08-06 00:00:00,2020-03-15 10:39:40,190121,Approved,3,Goods,3060110153,"Flab, non-return flab, pos. no. 0612, assembly drawing no. ZG-02419, for blower type GM 150 S, serial no. 4016119  , Manufacturer: Aerzener, order no. 34709 000010",Spare parts,Mechanical items,mechanical items for clinker production area (400),Flab,,Each,Buyer_03,9146,Vendor_120,30 days,Site_092,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,11012.26,22024.52,22024.52
EMAS,2019-02-20 00:00:00,2019-06-16 00:00:00,2019-07-09 14:52:18,190122,Approved,1,Goods,4100100252,"Screw, hexagon head, M16X040, steel grade 8.8, DIN 933, black Steel",Spare parts,Mechanical items,Fasteners,Fasteners.,,Each,Buyer_05,9014,Vendor_031,14 days,Site_052,CLOSED,Valid,Valid,200,200,0,0,EGP,1,200,3,600,600
ESCC,2019-02-20 00:00:00,2019-06-16 00:00:00,2019-07-09 14:52:18,190122,Approved,3,Goods,4100111318,"Screw, hexagon socket set screw, M16X30, steel grade 45H, DIN 916",Spare parts,Mechanical items,Fasteners,Fasteners.,,Each,Buyer_05,9014,Vendor_031,14 days,Site_052,CLOSED,Valid,Valid,20,20,0,0,EGP,1,20,4,80,80
EMAS,2019-02-20 00:00:00,2019-08-06 00:00:00,,190123,Approved,1,Goods,4109911331,"Pin, Split, 6.3X63 mm, material steel, according to ISO 1234",Spare parts,Mechanical items,Fasteners,Split pin.,,Each,Buyer_05,9066,Vendor_082,14 days,Site_061,OPEN,Valid,Valid,0,0,0,0,EGP,1,20,3,60,60
ESCC,2019-02-18 00:00:00,2019-06-16 00:00:00,2019-11-04 12:05:31,190115,Approved,1,Goods,3030401815,"Chain, bow assembly 36-HS-4, consist of one chain bow 36-H-4, one retainer plate 36-S-4 dimension 250x100x10 mm, two spring washer for screw M30 according to DIN 128-A , and two hexagon nut M30 steel class 5 DIN 972, according to dwg. No",Spare parts,Bucket elevator,mechanical items for raw meal production area (300),Chain,,Set,Buyer_04,9069,Vendor_009,,Site_029,CLOSED,Valid,Valid,15,15,0,0,EUR,20.1537,15,116,1740,35067.44
EMAS,2019-02-18 00:00:00,2019-02-18 00:00:00,2019-03-26 13:52:05,190116,Approved,1,Capex,,Cartridges 05A,,,,,,Each,Buyer_02,9113,Vendor_079,30 days,Site_008,CLOSED,Valid,Valid,10,10,0,0,EGP,1,10,118.421,1184.21,1184.21
ASF,2019-02-18 00:00:00,2019-02-18 00:00:00,2019-03-26 13:52:05,190116,Approved,2,Capex,,2 Cartridge 81A original for copoun,,,,,,Each,Buyer_02,9113,Vendor_079,30 days,Site_008,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,833.333,1666.67,1666.67
EGYLUX,2019-02-18 00:00:00,2019-02-18 00:00:00,2019-03-26 13:52:05,190116,Approved,3,Capex,,3 Cartridges 05A original for copoun,,,,,,Each,Buyer_02,9113,Vendor_079,30 days,Site_008,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,596.491,1789.47,1789.47
ESCC,2019-02-18 00:00:00,2019-02-18 00:00:00,2019-03-26 13:52:05,190116,Approved,4,Capex,,7 Cartridge 64A original for copoune,,,,,,Each,Buyer_02,9113,Vendor_079,30 days,Site_008,CLOSED,Valid,Valid,5,5,0,0,EGP,1,5,789.424,3947.12,3947.12
ESCC,2019-02-18 00:00:00,2019-02-18 00:00:00,2019-03-26 13:52:05,190116,Approved,5,Capex,,4 Cartridge 83A,,,,,,Each,Buyer_02,9113,Vendor_079,30 days,Site_008,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,118.421,355.26,355.26
EGYLUX,2019-02-18 00:00:00,2019-06-16 00:00:00,2019-12-23 12:16:11,190117,Approved,1,Goods,3051401059,"Idler, common type PSV/1, 20F14, 108 N, 323, supplier Rulmeca.",Spare parts,Belt conveyor,Belt conveyors,Idlers for rubber belt.,,Each,Buyer_05,9034,Vendor_064,14 days,Site_045,CLOSED,Valid,Valid,100,100,0,0,EGP,1,100,306.9,30690,30690
ESCC,2019-02-18 00:00:00,2019-06-16 00:00:00,2019-12-23 12:16:11,190117,Approved,2,Goods,3051401084,"Idler, non-magnetic type PL/4, 20F14, 140 V, 538, supplier Rulmeca.",Spare parts,Belt conveyor,Belt conveyors,Idlers for rubber belt.,,Each,Buyer_05,9034,Vendor_064,14 days,Site_045,CLOSED,Valid,Valid,5,5,0,0,EGP,1,5,808,4040,4040
ESCC,2019-02-18 00:00:00,2019-06-16 00:00:00,2019-12-23 12:16:11,190117,Approved,3,Goods,3051401092,"Idler, steering type PS/G7, 20 M16, 60 N, 100, supplier Rulmeca.",Spare parts,Belt conveyor,Belt conveyors,Idlers for rubber belt.,,Each,Buyer_05,9034,Vendor_064,14 days,Site_045,CLOSED,Valid,Valid,50,50,0,0,EGP,1,50,265,13250,13250
EMAS,2019-02-18 00:00:00,2019-06-16 00:00:00,2019-12-23 12:16:11,190117,Approved,4,Goods,3051409397,"Idler, non-magnetic type PL/4, 20 F14, 140 V, 473, supplier Rulmeca",Spare parts,Mechanical items,Mechanical Miscellaneous,Idlers for rubber belt.,,Each,Buyer_05,9034,Vendor_064,14 days,Site_045,CLOSED,Valid,Valid,5,5,0,0,EGP,1,5,784,3920,3920
ESCC,2019-02-17 00:00:00,2019-03-03 00:00:00,,190109,Approved,1,Goods,4090600373,"Sheet, thickness 02 mm, material steel 37 (material no. 1.0038) black, according to DIN 1541, weight/m2= 016 kg, recommended sheet dimensions 1.5mX3m.",Spare parts,Workshop material,Workshop material,Materials for next shutdown.,,Kilogram,Buyer_01,9110,Vendor_036,30 days,Site_091,OPEN,Valid,Valid,350,350,0,0,EGP,1,360,11.4,4104,4104
